Chiptime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	magx	magy	magz	lon	lat	Yaw	Speed	q1	q2	q3	q4
 2024-1-29 13:5:49.370	0.0034	0.002	0.998	0.0	0.0	0.0	0.33	-1.566	51.52	23.42	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.375	0.0059	-0.001	1.0	0.0	0.0	0.0	0.33	-1.566	51.52	23.73	1224	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.375	0.0059	-0.001	1.0	0.0	0.0	0.0	0.33	-1.566	51.52	23.73	1224	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.380	0.0044	0.0	0.998	0.0	0.0	0.0	0.33	-1.566	51.52	23.86	1224	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.380	0.0044	0.0	0.998	0.0	0.0	0.0	0.33	-1.566	51.52	23.86	1224	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.385	0.0044	-0.001	0.9985	0.0	0.0	0.0	0.33	-1.566	51.52	23.54	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.385	0.0044	-0.001	0.9985	0.0	0.0	0.0	0.33	-1.566	51.52	23.54	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.390	0.0073	0.0	1.0005	0.0	0.0	0.0	0.33	-1.566	51.52	23.61	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.390	0.0073	0.0	1.0005	0.0	0.0	0.0	0.33	-1.566	51.52	23.61	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.395	0.0059	0.001	0.999	0.0	0.0	0.0	0.33	-1.566	51.52	23.42	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.395	0.0059	0.001	0.999	0.0	0.0	0.0	0.33	-1.566	51.52	23.42	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.400	0.0044	0.0005	0.9971	0.0	0.0	0.0	0.33	-1.566	51.52	23.67	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.400	0.0044	0.0005	0.9971	0.0	0.0	0.0	0.33	-1.566	51.52	23.67	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.405	0.0039	0.0	0.999	0.0	0.0	0.0	0.33	-1.566	51.52	23.8	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.405	0.0039	0.0	0.999	0.0	0.0	0.0	0.33	-1.566	51.52	23.8	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.410	0.0029	0.001	1.001	0.0	0.0	0.0	0.324	-1.566	51.52	23.8	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.410	0.0029	0.001	1.001	0.0	0.0	0.0	0.324	-1.566	51.52	23.8	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.415	0.0068	-0.001	0.999	0.0	0.0	0.0	0.324	-1.566	51.52	23.86	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.415	0.0068	-0.001	0.999	0.0	0.0	0.0	0.324	-1.566	51.52	23.86	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.420	0.0044	0.0015	1.0	0.0	0.0	0.0	0.324	-1.566	51.52	23.8	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.420	0.0044	0.0015	1.0	0.0	0.0	0.0	0.324	-1.566	51.52	23.8	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.425	0.0054	0.001	1.002	0.0	0.0	0.0	0.324	-1.566	51.52	23.73	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.425	0.0054	0.001	1.002	0.0	0.0	0.0	0.324	-1.566	51.52	23.73	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.430	0.0034	0.0005	0.998	0.0	0.0	0.0	0.324	-1.566	51.52	23.73	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.430	0.0034	0.0005	0.998	0.0	0.0	0.0	0.324	-1.566	51.52	23.73	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.435	0.0024	0.0	0.9985	0.0	0.0	0.0	0.324	-1.566	51.52	23.86	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.435	0.0024	0.0	0.9985	0.0	0.0	0.0	0.324	-1.566	51.52	23.86	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.440	0.0015	-0.0005	0.999	0.0	0.0	0.0	0.324	-1.566	51.52	23.73	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.440	0.0015	-0.0005	0.999	0.0	0.0	0.0	0.324	-1.566	51.52	23.73	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.445	0.0039	0.0	1.0	0.0	0.0	0.0	0.324	-1.566	51.52	23.61	1223	967	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.445	0.0039	0.0	1.0	0.0	0.0	0.0	0.324	-1.566	51.52	23.61	1223	967	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.450	0.0044	0.002	1.002	0.0	0.0	0.0	0.324	-1.566	51.52	23.8	1223	967	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.450	0.0044	0.002	1.002	0.0	0.0	0.0	0.324	-1.566	51.52	23.8	1223	967	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.455	0.0044	0.0	1.001	0.0	0.0	0.0	0.324	-1.566	51.52	23.8	1223	967	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.455	0.0044	0.0	1.001	0.0	0.0	0.0	0.324	-1.566	51.52	23.8	1223	967	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.460	0.0059	0.0005	1.0	0.0	0.0	0.0	0.324	-1.566	51.52	23.73	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.460	0.0059	0.0005	1.0	0.0	0.0	0.0	0.324	-1.566	51.52	23.73	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.465	0.0073	0.001	0.9961	0.0	0.0	0.0	0.324	-1.566	51.52	23.54	1223	967	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.465	0.0073	0.001	0.9961	0.0	0.0	0.0	0.324	-1.566	51.52	23.54	1223	967	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.470	0.002	0.002	0.9966	0.0	0.0	0.0	0.324	-1.566	51.52	23.86	1223	967	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.470	0.002	0.002	0.9966	0.0	0.0	0.0	0.324	-1.566	51.52	23.86	1223	967	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.475	0.0044	0.0	1.001	0.0	0.0	0.0	0.324	-1.566	51.52	23.92	1223	967	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.475	0.0044	0.0	1.001	0.0	0.0	0.0	0.324	-1.566	51.52	23.92	1223	967	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.480	0.0034	0.0015	0.9995	0.0	0.0	0.0	0.324	-1.566	51.52	23.73	1223	967	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.480	0.0034	0.0015	0.9995	0.0	0.0	0.0	0.324	-1.566	51.52	23.73	1223	967	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.485	0.0054	0.0005	1.0015	0.0	0.0	0.0	0.324	-1.566	51.52	23.73	1223	967	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.485	0.0054	0.0005	1.0015	0.0	0.0	0.0	0.324	-1.566	51.52	23.73	1223	967	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.490	0.0015	0.0	1.001	0.0	0.0	0.0	0.324	-1.566	51.52	23.67	1223	967	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.490	0.0015	0.0	1.001	0.0	0.0	0.0	0.324	-1.566	51.52	23.67	1223	967	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.495	0.0049	0.0	1.0005	0.0	0.0	0.0	0.324	-1.566	51.52	23.61	1223	967	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.495	0.0049	0.0	1.0005	0.0	0.0	0.0	0.324	-1.566	51.52	23.61	1223	967	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.500	0.0039	0.0039	1.001	0.0	0.0	0.0	0.324	-1.566	51.52	23.67	1223	967	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.500	0.0039	0.0039	1.001	0.0	0.0	0.0	0.324	-1.566	51.52	23.67	1223	967	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.505	0.0034	0.0049	0.9976	0.0	0.0	0.0	0.324	-1.566	51.52	23.73	1223	967	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.505	0.0034	0.0049	0.9976	0.0	0.0	0.0	0.324	-1.566	51.52	23.73	1223	967	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.510	0.0024	-0.0015	0.9976	0.0	0.0	0.0	0.324	-1.566	51.52	23.73	1222	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.510	0.0024	-0.0015	0.9976	0.0	0.0	0.0	0.324	-1.566	51.52	23.73	1222	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.515	0.0029	-0.002	1.001	0.0	0.0	0.0	0.324	-1.566	51.52	23.67	1222	967	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.515	0.0029	-0.002	1.001	0.0	0.0	0.0	0.324	-1.566	51.52	23.67	1222	967	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.520	0.0029	0.0005	1.0	0.0	0.0	0.0	0.324	-1.566	51.52	23.86	1222	967	-2506	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.520	0.0029	0.0005	1.0	0.0	0.0	0.0	0.324	-1.566	51.52	23.86	1222	967	-2506	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.525	0.0044	0.0	1.0015	0.0	0.0	0.0	0.324	-1.566	51.52	23.67	1223	967	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.525	0.0044	0.0	1.0015	0.0	0.0	0.0	0.324	-1.566	51.52	23.67	1223	967	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.530	0.0039	0.0	0.999	0.0	0.0	0.0	0.324	-1.566	51.52	23.61	1224	967	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.530	0.0039	0.0	0.999	0.0	0.0	0.0	0.324	-1.566	51.52	23.61	1224	967	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.535	0.0034	0.001	0.9985	0.0	0.0	0.0	0.324	-1.566	51.52	23.73	1223	967	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.535	0.0034	0.001	0.9985	0.0	0.0	0.0	0.324	-1.566	51.52	23.73	1223	967	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.540	0.0039	0.002	1.002	0.0	0.0	0.0	0.324	-1.566	51.52	23.67	1223	967	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.540	0.0039	0.002	1.002	0.0	0.0	0.0	0.324	-1.566	51.52	23.67	1223	967	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.545	0.0054	0.0	0.9985	0.0	0.0	0.0	0.324	-1.566	51.52	23.92	1223	967	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.545	0.0054	0.0	0.9985	0.0	0.0	0.0	0.324	-1.566	51.52	23.92	1223	967	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.550	0.0049	0.0005	0.9985	0.0	0.0	0.0	0.324	-1.566	51.52	23.73	1223	967	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.550	0.0049	0.0005	0.9985	0.0	0.0	0.0	0.324	-1.566	51.52	23.73	1223	967	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.555	0.0034	-0.0024	1.0005	0.0	0.0	0.0	0.324	-1.566	51.52	23.8	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.555	0.0034	-0.0024	1.0005	0.0	0.0	0.0	0.324	-1.566	51.52	23.8	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.560	0.0044	0.002	1.0005	0.0	0.0	0.0	0.324	-1.566	51.52	23.61	1222	966	-2506	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.560	0.0044	0.002	1.0005	0.0	0.0	0.0	0.324	-1.566	51.52	23.61	1222	966	-2506	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.565	0.0054	0.0024	1.0	0.0	0.0	0.0	0.324	-1.566	51.52	23.67	1222	966	-2506	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.565	0.0054	0.0024	1.0	0.0	0.0	0.0	0.324	-1.566	51.52	23.67	1222	966	-2506	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.570	0.0039	0.0015	0.9985	0.0	0.0	0.0	0.324	-1.566	51.52	23.86	1223	966	-2506	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.570	0.0039	0.0015	0.9985	0.0	0.0	0.0	0.324	-1.566	51.52	23.86	1223	966	-2506	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.575	0.0029	0.0	0.9995	0.0	0.0	0.0	0.324	-1.566	51.52	23.61	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.575	0.0029	0.0	0.9995	0.0	0.0	0.0	0.324	-1.566	51.52	23.61	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.580	0.0029	0.0	0.9985	0.0	0.0	0.0	0.324	-1.566	51.52	23.86	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.580	0.0029	0.0	0.9985	0.0	0.0	0.0	0.324	-1.566	51.52	23.86	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.585	0.0029	0.0	1.001	0.0	0.0	0.0	0.324	-1.566	51.52	23.73	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.585	0.0029	0.0	1.001	0.0	0.0	0.0	0.324	-1.566	51.52	23.73	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.590	0.0039	0.0	1.0005	0.0	0.0	0.0	0.324	-1.566	51.52	23.73	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.590	0.0039	0.0	1.0005	0.0	0.0	0.0	0.324	-1.566	51.52	23.73	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.595	0.0044	0.001	1.0015	0.0	0.0	0.0	0.324	-1.566	51.52	23.86	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.595	0.0044	0.001	1.0015	0.0	0.0	0.0	0.324	-1.566	51.52	23.86	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.600	0.0039	0.0005	1.001	0.0	0.0	0.0	0.324	-1.566	51.52	23.86	1223	967	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.600	0.0039	0.0005	1.001	0.0	0.0	0.0	0.324	-1.566	51.52	23.86	1223	967	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.605	0.0054	0.0015	0.998	0.0	0.0	0.0	0.324	-1.566	51.52	23.67	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.605	0.0054	0.0015	0.998	0.0	0.0	0.0	0.324	-1.566	51.52	23.67	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.610	0.0034	0.0005	0.9985	0.0	0.0	0.0	0.324	-1.566	51.52	23.73	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.610	0.0034	0.0005	0.9985	0.0	0.0	0.0	0.324	-1.566	51.52	23.73	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.615	0.0029	0.001	0.999	0.0	0.0	0.0	0.324	-1.566	51.52	23.67	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.615	0.0029	0.001	0.999	0.0	0.0	0.0	0.324	-1.566	51.52	23.67	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.620	0.0039	0.0	1.0005	0.0	0.0	0.0	0.324	-1.566	51.52	23.73	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.620	0.0039	0.0	1.0005	0.0	0.0	0.0	0.324	-1.566	51.52	23.73	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.625	0.0029	0.0005	1.0024	0.0	0.0	0.0	0.324	-1.566	51.52	23.86	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.625	0.0029	0.0005	1.0024	0.0	0.0	0.0	0.324	-1.566	51.52	23.86	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.630	0.0049	0.002	1.0015	0.0	0.0	0.0	0.324	-1.566	51.52	23.67	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.630	0.0049	0.002	1.0015	0.0	0.0	0.0	0.324	-1.566	51.52	23.67	1223	966	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.635	0.0068	0.0	1.0	0.0	0.0	0.0	0.324	-1.566	51.52	23.54	1223	966	-2506	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.635	0.0068	0.0	1.0	0.0	0.0	0.0	0.324	-1.566	51.52	23.54	1223	966	-2506	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.640	0.0059	0.0	0.9995	0.0	0.0	0.0	0.324	-1.566	51.52	24.05	1223	966	-2506	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.640	0.0059	0.0	0.9995	0.0	0.0	0.0	0.324	-1.566	51.52	24.05	1223	966	-2506	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.645	0.0029	-0.0024	0.998	0.0	0.0	0.0	0.324	-1.566	51.52	23.73	1223	966	-2506	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.645	0.0029	-0.0024	0.998	0.0	0.0	0.0	0.324	-1.566	51.52	23.73	1223	966	-2506	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.650	0.0054	0.0	1.0005	0.0	0.0	0.0	0.324	-1.566	51.52	23.92	1223	966	-2506	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.650	0.0054	0.0	1.0005	0.0	0.0	0.0	0.324	-1.566	51.52	23.92	1223	966	-2506	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.655	0.0034	0.0	0.9995	0.0	0.0	0.0	0.324	-1.566	51.52	23.61	1223	966	-2506	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.655	0.0034	0.0	0.9995	0.0	0.0	0.0	0.324	-1.566	51.52	23.61	1223	966	-2506	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.660	0.0039	-0.0005	1.002	0.0	0.0	0.0	0.324	-1.566	51.52	23.67	1222	966	-2506	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.660	0.0039	-0.0005	1.002	0.0	0.0	0.0	0.324	-1.566	51.52	23.67	1222	966	-2506	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.665	0.0059	0.0	0.9995	0.0	0.0	0.0	0.324	-1.566	51.52	23.8	1223	967	-2506	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.665	0.0059	0.0	0.9995	0.0	0.0	0.0	0.324	-1.566	51.52	23.8	1223	967	-2506	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.670	0.0039	0.0029	0.999	0.0	0.0	0.0	0.324	-1.566	51.52	23.73	1223	967	-2506	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.670	0.0039	0.0029	0.999	0.0	0.0	0.0	0.324	-1.566	51.52	23.73	1223	967	-2506	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.675	0.0039	0.0005	0.999	0.0	0.0	0.0	0.324	-1.566	51.52	23.8	1223	967	-2506	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.675	0.0039	0.0005	0.999	0.0	0.0	0.0	0.324	-1.566	51.52	23.8	1223	967	-2506	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.680	0.0005	0.0	1.0005	0.0	0.0	0.0	0.324	-1.566	51.52	23.54	1223	967	-2506	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.680	0.0005	0.0	1.0005	0.0	0.0	0.0	0.324	-1.566	51.52	23.54	1223	967	-2506	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.685	0.002	0.002	0.9985	0.0	0.0	0.0	0.324	-1.566	51.52	23.73	1223	967	-2506	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.685	0.002	0.002	0.9985	0.0	0.0	0.0	0.324	-1.566	51.52	23.73	1223	967	-2506	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
 2024-1-29 13:5:49.690	0.0034	0.0005	1.0015	0.0	0.0	0.0	0.324	-1.566	51.52	23.8	1223	967	-2507	None	None	None	None	-0.90057	-0.00122	0.00189	-0.43457
