Chiptime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	magx	magy	magz	lon	lat	Yaw	Speed	q1	q2	q3	q4
 2024-1-29 13:12:54.820	0.0054	0.002	1.0005	0.0	0.0	0.0	0.319	-1.566	51.52	23.67	1223	966	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.825	0.0039	0.0	0.9966	0.0	0.0	0.0	0.319	-1.566	51.52	23.73	1223	966	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.825	0.0039	0.0	0.9966	0.0	0.0	0.0	0.319	-1.566	51.52	23.73	1223	966	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.830	0.002	0.001	0.9971	0.0	0.0	0.0	0.319	-1.566	51.52	23.67	1223	966	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.830	0.002	0.001	0.9971	0.0	0.0	0.0	0.319	-1.566	51.52	23.67	1223	966	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.835	0.0044	-0.0034	0.998	0.0	0.0	0.0	0.319	-1.566	51.52	23.61	1223	966	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.835	0.0044	-0.0034	0.998	0.0	0.0	0.0	0.319	-1.566	51.52	23.61	1223	966	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.840	0.0059	0.0	0.999	0.0	0.0	0.0	0.319	-1.566	51.52	23.8	1223	967	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.840	0.0059	0.0	0.999	0.0	0.0	0.0	0.319	-1.566	51.52	23.8	1223	967	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.845	0.0044	0.001	0.998	0.0	0.0	0.0	0.319	-1.566	51.52	23.67	1223	967	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.845	0.0044	0.001	0.998	0.0	0.0	0.0	0.319	-1.566	51.52	23.67	1223	967	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.850	0.0068	0.0024	1.0015	0.0	0.0	0.0	0.319	-1.566	51.52	23.86	1223	967	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.850	0.0068	0.0024	1.0015	0.0	0.0	0.0	0.319	-1.566	51.52	23.86	1223	967	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.855	0.002	0.0	0.9976	0.0	0.0	0.0	0.319	-1.566	51.52	23.8	1223	967	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.855	0.002	0.0	0.9976	0.0	0.0	0.0	0.319	-1.566	51.52	23.8	1223	967	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.860	0.0024	0.0	0.999	0.0	0.0	0.0	0.319	-1.566	51.52	23.61	1223	967	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.860	0.0024	0.0	0.999	0.0	0.0	0.0	0.319	-1.566	51.52	23.61	1223	967	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.865	0.002	-0.002	0.999	0.0	0.0	0.0	0.319	-1.566	51.52	23.8	1223	967	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.865	0.002	-0.002	0.999	0.0	0.0	0.0	0.319	-1.566	51.52	23.8	1223	967	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.870	0.002	-0.0005	1.0	0.0	0.0	0.0	0.319	-1.566	51.52	23.86	1223	966	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.870	0.002	-0.0005	1.0	0.0	0.0	0.0	0.319	-1.566	51.52	23.86	1223	966	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.875	0.0024	0.0	1.0005	0.0	0.0	0.0	0.319	-1.566	51.52	23.67	1223	966	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.875	0.0024	0.0	1.0005	0.0	0.0	0.0	0.319	-1.566	51.52	23.67	1223	966	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.880	0.0059	0.0	1.001	0.0	0.0	0.0	0.319	-1.566	51.52	23.73	1223	966	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.880	0.0059	0.0	1.001	0.0	0.0	0.0	0.319	-1.566	51.52	23.73	1223	966	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.885	0.0044	-0.0005	1.0015	0.0	0.0	0.0	0.319	-1.566	51.52	23.61	1223	966	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.885	0.0044	-0.0005	1.0015	0.0	0.0	0.0	0.319	-1.566	51.52	23.61	1223	966	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.890	0.0073	0.002	0.9971	0.0	0.0	0.0	0.319	-1.566	51.52	23.73	1223	966	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.890	0.0073	0.002	0.9971	0.0	0.0	0.0	0.319	-1.566	51.52	23.73	1223	966	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.895	0.0024	-0.0015	0.9995	0.0	0.0	0.0	0.319	-1.566	51.52	23.8	1223	967	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.895	0.0024	-0.0015	0.9995	0.0	0.0	0.0	0.319	-1.566	51.52	23.8	1223	967	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.900	0.0039	0.0	1.002	0.0	0.0	0.0	0.319	-1.566	51.52	23.73	1223	967	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.900	0.0039	0.0	1.002	0.0	0.0	0.0	0.319	-1.566	51.52	23.73	1223	967	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.905	0.002	-0.0024	1.0005	0.0	0.0	0.0	0.319	-1.566	51.52	23.54	1223	967	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.905	0.002	-0.0024	1.0005	0.0	0.0	0.0	0.319	-1.566	51.52	23.54	1223	967	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.910	0.0039	0.0	1.0015	0.0	0.0	0.0	0.319	-1.566	51.52	23.67	1223	967	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.910	0.0039	0.0	1.0015	0.0	0.0	0.0	0.319	-1.566	51.52	23.67	1223	967	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.915	0.0078	0.0005	1.0015	0.0	0.0	0.0	0.319	-1.566	51.52	23.67	1223	967	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.915	0.0078	0.0005	1.0015	0.0	0.0	0.0	0.319	-1.566	51.52	23.67	1223	967	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.920	0.0054	0.0005	0.998	0.0	0.0	0.0	0.319	-1.566	51.52	23.67	1222	967	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.920	0.0054	0.0005	0.998	0.0	0.0	0.0	0.319	-1.566	51.52	23.67	1222	967	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.925	0.0049	0.0005	1.0	0.0	0.0	0.0	0.319	-1.566	51.52	23.73	1223	967	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.925	0.0049	0.0005	1.0	0.0	0.0	0.0	0.319	-1.566	51.52	23.73	1223	967	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.930	0.0063	0.001	0.999	0.0	0.0	0.0	0.319	-1.566	51.52	23.8	1223	967	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.930	0.0063	0.001	0.999	0.0	0.0	0.0	0.319	-1.566	51.52	23.8	1223	967	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.935	0.002	0.0	1.0005	0.0	0.0	0.0	0.319	-1.566	51.52	23.8	1223	967	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.935	0.002	0.0	1.0005	0.0	0.0	0.0	0.319	-1.566	51.52	23.8	1223	967	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.940	0.0039	0.0	1.0	0.0	0.0	0.0	0.319	-1.566	51.52	23.54	1223	967	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.940	0.0039	0.0	1.0	0.0	0.0	0.0	0.319	-1.566	51.52	23.54	1223	967	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.945	0.0049	0.0	1.0005	0.0	0.0	0.0	0.319	-1.566	51.52	23.73	1223	967	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.945	0.0049	0.0	1.0005	0.0	0.0	0.0	0.319	-1.566	51.52	23.73	1223	967	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.950	0.0063	0.0024	0.9995	0.0	0.0	0.0	0.319	-1.566	51.52	23.67	1223	967	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.950	0.0063	0.0024	0.9995	0.0	0.0	0.0	0.319	-1.566	51.52	23.67	1223	967	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.955	0.0054	0.0005	0.9995	0.0	0.0	0.0	0.319	-1.566	51.52	23.8	1223	967	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.955	0.0054	0.0005	0.9995	0.0	0.0	0.0	0.319	-1.566	51.52	23.8	1223	967	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.960	0.0029	0.0005	0.9971	0.0	0.0	0.0	0.319	-1.566	51.52	23.73	1223	967	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.960	0.0029	0.0005	0.9971	0.0	0.0	0.0	0.319	-1.566	51.52	23.73	1223	967	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.965	0.0034	0.0005	1.002	0.0	0.0	0.0	0.319	-1.566	51.52	23.67	1223	967	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.965	0.0034	0.0005	1.002	0.0	0.0	0.0	0.319	-1.566	51.52	23.67	1223	967	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.970	0.0054	0.0	1.0005	0.0	0.0	0.0	0.319	-1.566	51.52	23.61	1222	966	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.970	0.0054	0.0	1.0005	0.0	0.0	0.0	0.319	-1.566	51.52	23.61	1222	966	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.975	0.0034	-0.0005	1.001	0.0	0.0	0.0	0.319	-1.566	51.52	23.67	1223	966	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.975	0.0034	-0.0005	1.001	0.0	0.0	0.0	0.319	-1.566	51.52	23.67	1223	966	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.980	0.0039	0.0015	1.0	0.0	0.0	0.0	0.319	-1.566	51.52	23.73	1223	966	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.980	0.0039	0.0015	1.0	0.0	0.0	0.0	0.319	-1.566	51.52	23.73	1223	966	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.985	0.0054	0.0029	1.0029	0.0	0.0	0.0	0.319	-1.566	51.52	23.35	1223	966	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.985	0.0054	0.0029	1.0029	0.0	0.0	0.0	0.319	-1.566	51.52	23.35	1223	966	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.990	0.0063	-0.001	0.999	0.0	0.0	0.0	0.319	-1.566	51.52	23.67	1223	966	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.990	0.0063	-0.001	0.999	0.0	0.0	0.0	0.319	-1.566	51.52	23.67	1223	966	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.995	0.0044	0.001	0.9976	0.0	0.0	0.0	0.319	-1.566	51.52	23.67	1223	966	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:54.995	0.0044	0.001	0.9976	0.0	0.0	0.0	0.319	-1.566	51.52	23.67	1223	966	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.0	0.0039	0.001	0.9976	0.0	0.0	0.0	0.319	-1.566	51.52	23.67	1223	966	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.0	0.0039	0.001	0.9976	0.0	0.0	0.0	0.319	-1.566	51.52	23.67	1223	966	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.5	0.0044	-0.001	0.998	0.0	0.0	0.0	0.319	-1.566	51.52	23.73	1223	967	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.5	0.0044	-0.001	0.998	0.0	0.0	0.0	0.319	-1.566	51.52	23.73	1223	967	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.10	0.0034	0.001	1.0024	0.0	0.0	0.0	0.319	-1.566	51.52	23.42	1223	967	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.10	0.0034	0.001	1.0024	0.0	0.0	0.0	0.319	-1.566	51.52	23.42	1223	967	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.15	0.0044	-0.0005	1.0	0.0	0.0	0.0	0.319	-1.566	51.52	23.86	1223	966	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.15	0.0044	-0.0005	1.0	0.0	0.0	0.0	0.319	-1.566	51.52	23.86	1223	966	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.20	0.0088	0.001	1.0015	0.0	0.0	0.0	0.319	-1.566	51.52	23.86	1223	966	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.20	0.0088	0.001	1.0015	0.0	0.0	0.0	0.319	-1.566	51.52	23.86	1223	966	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.25	0.0039	0.001	0.9985	0.0	0.0	0.0	0.319	-1.566	51.52	23.67	1223	966	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.25	0.0039	0.001	0.9985	0.0	0.0	0.0	0.319	-1.566	51.52	23.67	1223	966	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.30	0.001	-0.0005	1.0	0.0	0.0	0.0	0.319	-1.566	51.52	23.54	1223	967	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.30	0.001	-0.0005	1.0	0.0	0.0	0.0	0.319	-1.566	51.52	23.54	1223	967	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.35	0.0039	-0.0029	1.0	0.0	0.0	0.0	0.319	-1.566	51.52	23.8	1223	966	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.35	0.0039	-0.0029	1.0	0.0	0.0	0.0	0.319	-1.566	51.52	23.8	1223	966	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.40	0.0039	-0.0005	1.0	0.0	0.0	0.0	0.319	-1.566	51.52	23.8	1223	966	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.40	0.0039	-0.0005	1.0	0.0	0.0	0.0	0.319	-1.566	51.52	23.8	1223	966	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.45	0.0049	0.0005	0.999	0.0	0.0	0.0	0.319	-1.566	51.52	23.61	1223	966	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.45	0.0049	0.0005	0.999	0.0	0.0	0.0	0.319	-1.566	51.52	23.61	1223	966	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.50	0.0049	0.0	1.0024	0.0	0.0	0.0	0.319	-1.566	51.52	23.67	1223	967	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.50	0.0049	0.0	1.0024	0.0	0.0	0.0	0.319	-1.566	51.52	23.67	1223	967	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.55	0.0049	0.002	1.001	0.0	0.0	0.0	0.319	-1.566	51.52	23.8	1223	967	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.55	0.0049	0.002	1.001	0.0	0.0	0.0	0.319	-1.566	51.52	23.8	1223	967	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.60	0.0039	0.001	0.9985	0.0	0.0	0.0	0.319	-1.566	51.52	23.61	1224	967	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.60	0.0039	0.001	0.9985	0.0	0.0	0.0	0.319	-1.566	51.52	23.61	1224	967	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.65	0.002	0.0005	1.0	0.0	0.0	0.0	0.319	-1.566	51.52	23.54	1223	967	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.65	0.002	0.0005	1.0	0.0	0.0	0.0	0.319	-1.566	51.52	23.54	1223	967	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.70	0.0034	-0.001	0.9995	0.0	0.0	0.0	0.319	-1.566	51.52	23.54	1223	966	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.70	0.0034	-0.001	0.9995	0.0	0.0	0.0	0.319	-1.566	51.52	23.54	1223	966	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.75	0.0054	0.0005	1.001	0.0	0.0	0.0	0.319	-1.566	51.52	23.73	1223	967	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.75	0.0054	0.0005	1.001	0.0	0.0	0.0	0.319	-1.566	51.52	23.73	1223	967	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.80	0.0059	0.0015	1.001	0.0	0.0	0.0	0.319	-1.566	51.52	23.67	1223	967	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.80	0.0059	0.0015	1.001	0.0	0.0	0.0	0.319	-1.566	51.52	23.67	1223	967	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.85	0.0059	0.0034	1.0	0.0	0.0	0.0	0.319	-1.566	51.52	23.67	1223	967	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.85	0.0059	0.0034	1.0	0.0	0.0	0.0	0.319	-1.566	51.52	23.67	1223	967	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.90	0.0054	0.0024	1.0015	0.0	0.0	0.0	0.319	-1.566	51.52	23.61	1223	967	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.90	0.0054	0.0024	1.0015	0.0	0.0	0.0	0.319	-1.566	51.52	23.61	1223	967	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.95	0.0054	0.002	0.9971	0.0	0.0	0.0	0.319	-1.566	51.52	23.73	1223	967	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.95	0.0054	0.002	0.9971	0.0	0.0	0.0	0.319	-1.566	51.52	23.73	1223	967	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.100	0.002	0.0	1.0	0.0	0.0	0.0	0.319	-1.566	51.52	23.73	1223	967	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.100	0.002	0.0	1.0	0.0	0.0	0.0	0.319	-1.566	51.52	23.73	1223	967	-2507	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.105	0.002	0.0015	0.9976	0.0	0.0	0.0	0.319	-1.566	51.52	23.67	1223	967	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.105	0.002	0.0015	0.9976	0.0	0.0	0.0	0.319	-1.566	51.52	23.67	1223	967	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.110	0.0073	0.001	1.001	0.0	0.0	0.0	0.319	-1.566	51.52	23.54	1223	967	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.110	0.0073	0.001	1.001	0.0	0.0	0.0	0.319	-1.566	51.52	23.54	1223	967	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.115	0.0073	0.002	1.0	0.0	0.0	0.0	0.319	-1.566	51.52	23.86	1222	967	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.115	0.0073	0.002	1.0	0.0	0.0	0.0	0.319	-1.566	51.52	23.86	1222	967	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.120	0.0063	0.002	1.0005	0.0	0.0	0.0	0.319	-1.566	51.52	23.67	1222	966	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.120	0.0063	0.002	1.0005	0.0	0.0	0.0	0.319	-1.566	51.52	23.67	1222	966	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.125	0.001	0.001	0.999	0.0	0.0	0.0	0.319	-1.566	51.52	23.54	1222	967	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.125	0.001	0.001	0.999	0.0	0.0	0.0	0.319	-1.566	51.52	23.54	1222	967	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.130	0.0039	0.0	0.998	0.0	0.0	0.0	0.319	-1.566	51.52	23.73	1222	967	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
 2024-1-29 13:12:55.130	0.0039	0.0	0.998	0.0	0.0	0.0	0.319	-1.566	51.52	23.73	1222	967	-2506	None	None	None	None	-0.90057	-0.00116	0.00189	-0.43457
